r_id,feedback_id,v_id,v_type,questions,answers
R7003,F4603,V0930,Auto,how was the drivers behavior,1
R7004,F4604,V1748,Four wheeler,rate the cleanliness of your cab,4
R7004,F4604,V1748,Four wheeler,how was the drivers behavior,3
R7006,F4606,V1708,Four wheeler,rate the cleanliness of your cab,1
R7006,F4606,V1708,Four wheeler,how was the drivers behavior,3
R7007,F4607,V1143,Auto,rate the cleanliness of your cab,2
R7007,F4607,V1143,Auto,how was the drivers behavior,3
R7008,F4608,V0890,Four wheeler,rate the cleanliness of your cab,1
R7008,F4608,V0890,Four wheeler,how was the drivers behavior,3
R7009,F4609,V0912,Auto,rate the cleanliness of your cab,1
R7009,F4609,V0912,Auto,how was the drivers behavior,1
R7010,F4610,V1281,Auto,rate the cleanliness of your cab,3
R7010,F4610,V1281,Auto,how was the drivers behavior,2
R7012,F4612,V1322,Bike,rate the use of helmet of your driver,1
R7012,F4612,V1322,Bike,rate the friendliness of your driver,3
R7013,F4613,V1444,Four wheeler,rate the cleanliness of your cab,3
R7013,F4613,V1444,Four wheeler,how was the drivers behavior,2
R7014,F4614,V1049,Auto,rate the cleanliness of your cab,4
R7014,F4614,V1049,Auto,how was the drivers behavior,4
R7015,F4615,V1419,Four wheeler,rate the cleanliness of your cab,1
R7015,F4615,V1419,Four wheeler,how was the drivers behavior,2
R7016,F4616,V0985,Auto,rate the cleanliness of your cab,2
R7016,F4616,V0985,Auto,how was the drivers behavior,1
R7018,F4618,V0936,Four wheeler,rate the cleanliness of your cab,1
R7018,F4618,V0936,Four wheeler,how was the drivers behavior,4
R7019,F4619,V1077,Bike,rate the use of helmet of your driver,1
R7019,F4619,V1077,Bike,rate the friendliness of your driver,3
R7020,F4620,V1019,Auto,rate the cleanliness of your cab,2
R7020,F4620,V1019,Auto,how was the drivers behavior,1
R7021,F4621,V1322,Bike,rate the use of helmet of your driver,3
R7021,F4621,V1322,Bike,rate the friendliness of your driver,3
R7024,F4624,V1159,Four wheeler,rate the cleanliness of your cab,4
R7024,F4624,V1159,Four wheeler,how was the drivers behavior,1
R7029,F4629,V0926,Four wheeler,rate the cleanliness of your cab,1
R7029,F4629,V0926,Four wheeler,how was the drivers behavior,1
R7030,F4630,V1437,Bike,rate the use of helmet of your driver,2
R7030,F4630,V1437,Bike,rate the friendliness of your driver,1
R7033,F4633,V1335,Bike,rate the use of helmet of your driver,3
R7033,F4633,V1335,Bike,rate the friendliness of your driver,3
R7034,F4634,V1061,Bike,rate the use of helmet of your driver,4
R7034,F4634,V1061,Bike,rate the friendliness of your driver,2
R7035,F4635,V1310,Auto,rate the cleanliness of your cab,3
R7035,F4635,V1310,Auto,how was the drivers behavior,4
R7037,F4637,V1368,Auto,rate the cleanliness of your cab,1
R7037,F4637,V1368,Auto,how was the drivers behavior,2
R7038,F4638,V0889,Auto,rate the cleanliness of your cab,1
R7038,F4638,V0889,Auto,how was the drivers behavior,2
R7039,F4639,V0973,Auto,rate the cleanliness of your cab,2
R7039,F4639,V0973,Auto,how was the drivers behavior,1
R7040,F4640,V1254,Auto,rate the cleanliness of your cab,2
R7040,F4640,V1254,Auto,how was the drivers behavior,3
R7041,F4641,V1174,Four wheeler,rate the cleanliness of your cab,1
R7041,F4641,V1174,Four wheeler,how was the drivers behavior,2
R7043,F4643,V0899,Bike,rate the use of helmet of your driver,1
R7043,F4643,V0899,Bike,rate the friendliness of your driver,2
R7044,F4644,V1527,Bike,rate the use of helmet of your driver,4
R7044,F4644,V1527,Bike,rate the friendliness of your driver,1
R7045,F4645,V1225,Auto,rate the cleanliness of your cab,3
R7045,F4645,V1225,Auto,how was the drivers behavior,2
R7046,F4646,V1437,Bike,rate the use of helmet of your driver,4
R7046,F4646,V1437,Bike,rate the friendliness of your driver,3
R7047,F4647,V1114,Auto,rate the cleanliness of your cab,1
R7047,F4647,V1114,Auto,how was the drivers behavior,2
R7048,F4648,V1459,Auto,rate the cleanliness of your cab,3
R7048,F4648,V1459,Auto,how was the drivers behavior,1
R7050,F4650,V1151,Bike,rate the use of helmet of your driver,1
R7050,F4650,V1151,Bike,rate the friendliness of your driver,3
R7051,F4651,V1668,Auto,rate the cleanliness of your cab,2
R7051,F4651,V1668,Auto,how was the drivers behavior,1
R7052,F4652,V0915,Bike,rate the use of helmet of your driver,4
R7052,F4652,V0915,Bike,rate the friendliness of your driver,1
R7054,F4654,V1253,Auto,rate the cleanliness of your cab,2
R7054,F4654,V1253,Auto,how was the drivers behavior,3
R7055,F4655,V1530,Auto,rate the cleanliness of your cab,4
R7055,F4655,V1530,Auto,how was the drivers behavior,2
R7056,F4656,V1200,Four wheeler,rate the cleanliness of your cab,2
R7056,F4656,V1200,Four wheeler,how was the drivers behavior,3
R7057,F4657,V1251,Auto,rate the cleanliness of your cab,3
R7057,F4657,V1251,Auto,how was the drivers behavior,4
R7058,F4658,V1043,Four wheeler,rate the cleanliness of your cab,1
R7058,F4658,V1043,Four wheeler,how was the drivers behavior,2
R7059,F4659,V1314,Four wheeler,rate the cleanliness of your cab,4
R7059,F4659,V1314,Four wheeler,how was the drivers behavior,2
R7060,F4660,V1182,Four wheeler,rate the cleanliness of your cab,3
R7060,F4660,V1182,Four wheeler,how was the drivers behavior,3
R7061,F4661,V1618,Four wheeler,rate the cleanliness of your cab,2
R7061,F4661,V1618,Four wheeler,how was the drivers behavior,1
R7062,F4662,V1122,Four wheeler,rate the cleanliness of your cab,1
R7062,F4662,V1122,Four wheeler,how was the drivers behavior,1
R7063,F4663,V1481,Four wheeler,rate the cleanliness of your cab,4
R7063,F4663,V1481,Four wheeler,how was the drivers behavior,4
R7064,F4664,V0926,Four wheeler,rate the cleanliness of your cab,2
R7064,F4664,V0926,Four wheeler,how was the drivers behavior,1
R7065,F4665,V1204,Auto,rate the cleanliness of your cab,2
R7065,F4665,V1204,Auto,how was the drivers behavior,2
R7066,F4666,V1033,Four wheeler,rate the cleanliness of your cab,2
R7066,F4666,V1033,Four wheeler,how was the drivers behavior,2
R7067,F4667,V1522,Four wheeler,rate the cleanliness of your cab,1
R7067,F4667,V1522,Four wheeler,how was the drivers behavior,2
R7069,F4669,V0933,Auto,rate the cleanliness of your cab,3
R7069,F4669,V0933,Auto,how was the drivers behavior,1
R7070,F4670,V1712,Auto,rate the cleanliness of your cab,3
R7070,F4670,V1712,Auto,how was the drivers behavior,2
R7072,F4672,V1409,Bike,rate the use of helmet of your driver,2
R7072,F4672,V1409,Bike,rate the friendliness of your driver,3
R7073,F4673,V0864,Auto,rate the cleanliness of your cab,3
R7073,F4673,V0864,Auto,how was the drivers behavior,1
R7074,F4674,V1023,Four wheeler,rate the cleanliness of your cab,3
R7074,F4674,V1023,Four wheeler,how was the drivers behavior,1
R7077,F4677,V1501,Auto,rate the cleanliness of your cab,4
R7077,F4677,V1501,Auto,how was the drivers behavior,1
R7078,F4678,V1326,Four wheeler,rate the cleanliness of your cab,4
R7078,F4678,V1326,Four wheeler,how was the drivers behavior,2
R7079,F4679,V1439,Auto,rate the cleanliness of your cab,4
R7079,F4679,V1439,Auto,how was the drivers behavior,4
R7080,F4680,V1389,Auto,rate the cleanliness of your cab,4
R7080,F4680,V1389,Auto,how was the drivers behavior,4
R7081,F4681,V0891,Auto,rate the cleanliness of your cab,4
R7081,F4681,V0891,Auto,how was the drivers behavior,1
R7082,F4682,V1397,Auto,rate the cleanliness of your cab,4
R7082,F4682,V1397,Auto,how was the drivers behavior,4
R7083,F4683,V1201,Auto,rate the cleanliness of your cab,2
R7083,F4683,V1201,Auto,how was the drivers behavior,3
R7084,F4684,V1363,Auto,rate the cleanliness of your cab,4
R7084,F4684,V1363,Auto,how was the drivers behavior,4
R7086,F4686,V1549,Bike,rate the use of helmet of your driver,4
R7086,F4686,V1549,Bike,rate the friendliness of your driver,2
R7087,F4687,V1185,Auto,rate the cleanliness of your cab,2
R7087,F4687,V1185,Auto,how was the drivers behavior,1
R7088,F4688,V1528,Bike,rate the use of helmet of your driver,1
R7088,F4688,V1528,Bike,rate the friendliness of your driver,1
R7091,F4691,V1152,Four wheeler,rate the cleanliness of your cab,3
R7091,F4691,V1152,Four wheeler,how was the drivers behavior,4
R7093,F4693,V1590,Four wheeler,rate the cleanliness of your cab,1
R7093,F4693,V1590,Four wheeler,how was the drivers behavior,4
R7094,F4694,V1022,Auto,rate the cleanliness of your cab,3
R7094,F4694,V1022,Auto,how was the drivers behavior,3
R7095,F4695,V1413,Auto,rate the cleanliness of your cab,3
R7095,F4695,V1413,Auto,how was the drivers behavior,2
R7096,F4696,V0851,Four wheeler,rate the cleanliness of your cab,1
R7096,F4696,V0851,Four wheeler,how was the drivers behavior,2
R7097,F4697,V1206,Four wheeler,rate the cleanliness of your cab,3
R7097,F4697,V1206,Four wheeler,how was the drivers behavior,4
R7098,F4698,V0889,Auto,rate the cleanliness of your cab,4
R7098,F4698,V0889,Auto,how was the drivers behavior,3
R7099,F4699,V1295,Four wheeler,rate the cleanliness of your cab,3
R7099,F4699,V1295,Four wheeler,how was the drivers behavior,1
R7100,F4700,V1528,Bike,rate the use of helmet of your driver,3
R7100,F4700,V1528,Bike,rate the friendliness of your driver,1
R7102,F4702,V0882,Auto,rate the cleanliness of your cab,2
R7102,F4702,V0882,Auto,how was the drivers behavior,1
R7103,F4703,V0866,Four wheeler,rate the cleanliness of your cab,2
R7103,F4703,V0866,Four wheeler,how was the drivers behavior,4
R7104,F4704,V1642,Auto,rate the cleanliness of your cab,2
R7104,F4704,V1642,Auto,how was the drivers behavior,1
R7105,F4705,V1563,Auto,rate the cleanliness of your cab,3
R7105,F4705,V1563,Auto,how was the drivers behavior,1
R7106,F4706,V1364,Four wheeler,rate the cleanliness of your cab,1
R7106,F4706,V1364,Four wheeler,how was the drivers behavior,1
R7107,F4707,V1344,Four wheeler,rate the cleanliness of your cab,2
R7107,F4707,V1344,Four wheeler,how was the drivers behavior,4
R7109,F4709,V1114,Auto,rate the cleanliness of your cab,1
R7109,F4709,V1114,Auto,how was the drivers behavior,3
R7114,F4714,V1574,Bike,rate the use of helmet of your driver,3
R7114,F4714,V1574,Bike,rate the friendliness of your driver,3
R7115,F4715,V1023,Four wheeler,rate the cleanliness of your cab,2
R7115,F4715,V1023,Four wheeler,how was the drivers behavior,4
R7117,F4717,V0903,Bike,rate the use of helmet of your driver,2
R7117,F4717,V0903,Bike,rate the friendliness of your driver,1
R7118,F4718,V1326,Four wheeler,rate the cleanliness of your cab,2
R7118,F4718,V1326,Four wheeler,how was the drivers behavior,3
R7119,F4719,V1708,Four wheeler,rate the cleanliness of your cab,4
R7119,F4719,V1708,Four wheeler,how was the drivers behavior,3
R7120,F4720,V1614,Auto,rate the cleanliness of your cab,4
R7120,F4720,V1614,Auto,how was the drivers behavior,2
R7121,F4721,V1384,Four wheeler,rate the cleanliness of your cab,2
R7121,F4721,V1384,Four wheeler,how was the drivers behavior,3
R7122,F4722,V1643,Auto,rate the cleanliness of your cab,1
R7122,F4722,V1643,Auto,how was the drivers behavior,1
R7124,F4724,V1236,Bike,rate the use of helmet of your driver,3
R7124,F4724,V1236,Bike,rate the friendliness of your driver,1
R7126,F4726,V0964,Auto,rate the cleanliness of your cab,1
R7126,F4726,V0964,Auto,how was the drivers behavior,2
R7127,F4727,V1646,Auto,rate the cleanliness of your cab,4
R7127,F4727,V1646,Auto,how was the drivers behavior,2
R7128,F4728,V1059,Auto,rate the cleanliness of your cab,3
R7128,F4728,V1059,Auto,how was the drivers behavior,1
R7129,F4729,V1412,Auto,rate the cleanliness of your cab,3
R7129,F4729,V1412,Auto,how was the drivers behavior,4
R7130,F4730,V1232,Four wheeler,rate the cleanliness of your cab,3
R7130,F4730,V1232,Four wheeler,how was the drivers behavior,1
R7132,F4732,V1504,Auto,rate the cleanliness of your cab,3
R7132,F4732,V1504,Auto,how was the drivers behavior,2
R7133,F4733,V1394,Four wheeler,rate the cleanliness of your cab,4
R7133,F4733,V1394,Four wheeler,how was the drivers behavior,3
R7134,F4734,V1619,Auto,rate the cleanliness of your cab,3
R7134,F4734,V1619,Auto,how was the drivers behavior,1
R7135,F4735,V0923,Four wheeler,rate the cleanliness of your cab,4
R7135,F4735,V0923,Four wheeler,how was the drivers behavior,2
R7136,F4736,V1694,Auto,rate the cleanliness of your cab,1
R7136,F4736,V1694,Auto,how was the drivers behavior,4
R7137,F4737,V0943,Four wheeler,rate the cleanliness of your cab,4
R7137,F4737,V0943,Four wheeler,how was the drivers behavior,2
R7138,F4738,V1622,Four wheeler,rate the cleanliness of your cab,3
R7138,F4738,V1622,Four wheeler,how was the drivers behavior,3
R7139,F4739,V0927,Auto,rate the cleanliness of your cab,4
R7139,F4739,V0927,Auto,how was the drivers behavior,3
R7140,F4740,V1403,Auto,rate the cleanliness of your cab,3
R7140,F4740,V1403,Auto,how was the drivers behavior,3
R7142,F4742,V1714,Bike,rate the use of helmet of your driver,1
R7142,F4742,V1714,Bike,rate the friendliness of your driver,2
R7143,F4743,V1576,Bike,rate the use of helmet of your driver,2
R7143,F4743,V1576,Bike,rate the friendliness of your driver,1
R7144,F4744,V1146,Four wheeler,rate the cleanliness of your cab,4
R7144,F4744,V1146,Four wheeler,how was the drivers behavior,2
R7146,F4746,V1685,Auto,rate the cleanliness of your cab,2
R7146,F4746,V1685,Auto,how was the drivers behavior,3
R7147,F4747,V1622,Four wheeler,rate the cleanliness of your cab,4
R7147,F4747,V1622,Four wheeler,how was the drivers behavior,1
R7148,F4748,V0983,Bike,rate the use of helmet of your driver,2
R7148,F4748,V0983,Bike,rate the friendliness of your driver,4
R7150,F4750,V1119,Four wheeler,rate the cleanliness of your cab,1
R7150,F4750,V1119,Four wheeler,how was the drivers behavior,3
R7152,F4752,V1442,Auto,rate the cleanliness of your cab,4
R7152,F4752,V1442,Auto,how was the drivers behavior,3
R7153,F4753,V1585,Auto,rate the cleanliness of your cab,1
R7153,F4753,V1585,Auto,how was the drivers behavior,3
R7154,F4754,V1750,Four wheeler,rate the cleanliness of your cab,3
R7154,F4754,V1750,Four wheeler,how was the drivers behavior,4
R7155,F4755,V0927,Auto,rate the cleanliness of your cab,4
R7155,F4755,V0927,Auto,how was the drivers behavior,1
R7157,F4757,V1140,Four wheeler,rate the cleanliness of your cab,2
R7157,F4757,V1140,Four wheeler,how was the drivers behavior,3
R7158,F4758,V1074,Auto,rate the cleanliness of your cab,1
R7158,F4758,V1074,Auto,how was the drivers behavior,3
R7161,F4761,V1004,Auto,rate the cleanliness of your cab,3
R7161,F4761,V1004,Auto,how was the drivers behavior,2
R7162,F4762,V1581,Bike,rate the use of helmet of your driver,2
R7162,F4762,V1581,Bike,rate the friendliness of your driver,4
R7163,F4763,V1019,Auto,rate the cleanliness of your cab,2
R7163,F4763,V1019,Auto,how was the drivers behavior,1
R7164,F4764,V1475,Auto,rate the cleanliness of your cab,1
R7164,F4764,V1475,Auto,how was the drivers behavior,4
R7165,F4765,V1059,Auto,rate the cleanliness of your cab,4
R7165,F4765,V1059,Auto,how was the drivers behavior,2
R7167,F4767,V0968,Auto,rate the cleanliness of your cab,2
R7167,F4767,V0968,Auto,how was the drivers behavior,2
R7168,F4768,V1550,Four wheeler,rate the cleanliness of your cab,1
R7168,F4768,V1550,Four wheeler,how was the drivers behavior,1
R7169,F4769,V1720,Auto,rate the cleanliness of your cab,1
R7169,F4769,V1720,Auto,how was the drivers behavior,1
R7170,F4770,V1605,Auto,rate the cleanliness of your cab,3
R7170,F4770,V1605,Auto,how was the drivers behavior,2
R7171,F4771,V1133,Auto,rate the cleanliness of your cab,3
R7171,F4771,V1133,Auto,how was the drivers behavior,2
R7172,F4772,V0931,Bike,rate the use of helmet of your driver,4
R7172,F4772,V0931,Bike,rate the friendliness of your driver,3
R7173,F4773,V0975,Bike,rate the use of helmet of your driver,1
R7173,F4773,V0975,Bike,rate the friendliness of your driver,1
R7174,F4774,V0918,Auto,rate the cleanliness of your cab,1
R7174,F4774,V0918,Auto,how was the drivers behavior,2
R7175,F4775,V0878,Auto,rate the cleanliness of your cab,4
R7175,F4775,V0878,Auto,how was the drivers behavior,3
R7178,F4778,V0853,Auto,rate the cleanliness of your cab,3
R7178,F4778,V0853,Auto,how was the drivers behavior,3
R7179,F4779,V1532,Auto,rate the cleanliness of your cab,3
R7179,F4779,V1532,Auto,how was the drivers behavior,3
R7180,F4780,V1131,Auto,rate the cleanliness of your cab,1
R7180,F4780,V1131,Auto,how was the drivers behavior,2
R7181,F4781,V0981,Four wheeler,rate the cleanliness of your cab,2
R7181,F4781,V0981,Four wheeler,how was the drivers behavior,2
R7182,F4782,V1259,Four wheeler,rate the cleanliness of your cab,1
R7182,F4782,V1259,Four wheeler,how was the drivers behavior,1
R7183,F4783,V0854,Bike,rate the use of helmet of your driver,1
R7183,F4783,V0854,Bike,rate the friendliness of your driver,2
R7184,F4784,V1049,Auto,rate the cleanliness of your cab,2
R7184,F4784,V1049,Auto,how was the drivers behavior,1
R7186,F4786,V0881,Four wheeler,rate the cleanliness of your cab,1
R7186,F4786,V0881,Four wheeler,how was the drivers behavior,2
R7187,F4787,V1704,Auto,rate the cleanliness of your cab,3
R7187,F4787,V1704,Auto,how was the drivers behavior,1
R7188,F4788,V1256,Bike,rate the use of helmet of your driver,2
R7188,F4788,V1256,Bike,rate the friendliness of your driver,2
R7189,F4789,V1705,Four wheeler,rate the cleanliness of your cab,2
R7189,F4789,V1705,Four wheeler,how was the drivers behavior,1
R7190,F4790,V1336,Bike,rate the use of helmet of your driver,3
R7190,F4790,V1336,Bike,rate the friendliness of your driver,3
R7191,F4791,V0929,Four wheeler,rate the cleanliness of your cab,3
R7191,F4791,V0929,Four wheeler,how was the drivers behavior,2
R7192,F4792,V1696,Auto,rate the cleanliness of your cab,2
R7192,F4792,V1696,Auto,how was the drivers behavior,1
R7193,F4793,V1585,Auto,rate the cleanliness of your cab,3
R7193,F4793,V1585,Auto,how was the drivers behavior,4
R7194,F4794,V0978,Auto,rate the cleanliness of your cab,1
R7194,F4794,V0978,Auto,how was the drivers behavior,2
R7195,F4795,V1739,Bike,rate the use of helmet of your driver,3
R7195,F4795,V1739,Bike,rate the friendliness of your driver,4
R7196,F4796,V1190,Four wheeler,rate the cleanliness of your cab,4
R7196,F4796,V1190,Four wheeler,how was the drivers behavior,3
R7197,F4797,V1229,Four wheeler,rate the cleanliness of your cab,4
R7197,F4797,V1229,Four wheeler,how was the drivers behavior,4
R7198,F4798,V1647,Auto,rate the cleanliness of your cab,2
R7198,F4798,V1647,Auto,how was the drivers behavior,1
R7200,F4800,V1429,Auto,rate the cleanliness of your cab,3
R7200,F4800,V1429,Auto,how was the drivers behavior,2
R7201,F4801,V1700,Four wheeler,rate the cleanliness of your cab,4
R7201,F4801,V1700,Four wheeler,how was the drivers behavior,3
R7202,F4802,V1454,Bike,rate the use of helmet of your driver,1
R7202,F4802,V1454,Bike,rate the friendliness of your driver,2
R7204,F4804,V1275,Auto,rate the cleanliness of your cab,2
R7204,F4804,V1275,Auto,how was the drivers behavior,3
R7205,F4805,V1498,Four wheeler,rate the cleanliness of your cab,4
R7205,F4805,V1498,Four wheeler,how was the drivers behavior,1
R7206,F4806,V1604,Auto,rate the cleanliness of your cab,4
R7206,F4806,V1604,Auto,how was the drivers behavior,3
R7207,F4807,V1571,Auto,rate the cleanliness of your cab,2
R7207,F4807,V1571,Auto,how was the drivers behavior,3
R7208,F4808,V0954,Four wheeler,rate the cleanliness of your cab,2
R7208,F4808,V0954,Four wheeler,how was the drivers behavior,1
R7209,F4809,V1290,Auto,rate the cleanliness of your cab,4
R7209,F4809,V1290,Auto,how was the drivers behavior,3
R7210,F4810,V1227,Four wheeler,rate the cleanliness of your cab,2
R7210,F4810,V1227,Four wheeler,how was the drivers behavior,2
R7211,F4811,V1737,Bike,rate the use of helmet of your driver,4
R7211,F4811,V1737,Bike,rate the friendliness of your driver,4
R7213,F4813,V1531,Four wheeler,rate the cleanliness of your cab,1
R7213,F4813,V1531,Four wheeler,how was the drivers behavior,1
R7214,F4814,V1252,Four wheeler,rate the cleanliness of your cab,3
R7214,F4814,V1252,Four wheeler,how was the drivers behavior,2
R7215,F4815,V1345,Four wheeler,rate the cleanliness of your cab,2
R7215,F4815,V1345,Four wheeler,how was the drivers behavior,1
R7216,F4816,V1663,Bike,rate the use of helmet of your driver,4
R7216,F4816,V1663,Bike,rate the friendliness of your driver,3
R7217,F4817,V1471,Auto,rate the cleanliness of your cab,2
R7217,F4817,V1471,Auto,how was the drivers behavior,4
R7218,F4818,V1712,Auto,rate the cleanliness of your cab,4
R7218,F4818,V1712,Auto,how was the drivers behavior,2
R7219,F4819,V1083,Four wheeler,rate the cleanliness of your cab,1
R7219,F4819,V1083,Four wheeler,how was the drivers behavior,2
R7220,F4820,V1733,Auto,rate the cleanliness of your cab,2
R7220,F4820,V1733,Auto,how was the drivers behavior,4
R7223,F4823,V1051,Four wheeler,rate the cleanliness of your cab,2
R7223,F4823,V1051,Four wheeler,how was the drivers behavior,3
R7224,F4824,V1625,Bike,rate the use of helmet of your driver,3
R7224,F4824,V1625,Bike,rate the friendliness of your driver,3
R7225,F4825,V1279,Auto,rate the cleanliness of your cab,1
R7225,F4825,V1279,Auto,how was the drivers behavior,3
R7226,F4826,V1593,Auto,rate the cleanliness of your cab,4
R7226,F4826,V1593,Auto,how was the drivers behavior,1
R7227,F4827,V1530,Auto,rate the cleanliness of your cab,4
R7227,F4827,V1530,Auto,how was the drivers behavior,1
R7228,F4828,V0983,Bike,rate the use of helmet of your driver,3
R7228,F4828,V0983,Bike,rate the friendliness of your driver,4
R7229,F4829,V1493,Bike,rate the use of helmet of your driver,1
R7229,F4829,V1493,Bike,rate the friendliness of your driver,3
R7230,F4830,V1051,Four wheeler,rate the cleanliness of your cab,2
R7230,F4830,V1051,Four wheeler,how was the drivers behavior,3
R7231,F4831,V1057,Auto,rate the cleanliness of your cab,3
R7231,F4831,V1057,Auto,how was the drivers behavior,3
R7233,F4833,V1136,Four wheeler,rate the cleanliness of your cab,4
R7233,F4833,V1136,Four wheeler,how was the drivers behavior,4
R7234,F4834,V1255,Bike,rate the use of helmet of your driver,3
R7234,F4834,V1255,Bike,rate the friendliness of your driver,4
R7235,F4835,V1626,Auto,rate the cleanliness of your cab,4
R7235,F4835,V1626,Auto,how was the drivers behavior,1
R7236,F4836,V1001,Auto,rate the cleanliness of your cab,3
R7236,F4836,V1001,Auto,how was the drivers behavior,1
R7237,F4837,V1128,Bike,rate the use of helmet of your driver,4
R7237,F4837,V1128,Bike,rate the friendliness of your driver,3
R7238,F4838,V1660,Auto,rate the cleanliness of your cab,4
R7238,F4838,V1660,Auto,how was the drivers behavior,1
R7240,F4840,V1052,Auto,rate the cleanliness of your cab,1
R7240,F4840,V1052,Auto,how was the drivers behavior,2
R7243,F4843,V1312,Auto,rate the cleanliness of your cab,3
R7243,F4843,V1312,Auto,how was the drivers behavior,2
R7245,F4845,V1019,Auto,rate the cleanliness of your cab,3
R7245,F4845,V1019,Auto,how was the drivers behavior,1
R7247,F4847,V1390,Auto,rate the cleanliness of your cab,2
R7247,F4847,V1390,Auto,how was the drivers behavior,1
R7248,F4848,V1043,Four wheeler,rate the cleanliness of your cab,2
R7248,F4848,V1043,Four wheeler,how was the drivers behavior,2
R7250,F4850,V1395,Auto,rate the cleanliness of your cab,3
R7250,F4850,V1395,Auto,how was the drivers behavior,3
R7251,F4851,V1517,Auto,rate the cleanliness of your cab,2
R7251,F4851,V1517,Auto,how was the drivers behavior,4
R7252,F4852,V1728,Bike,rate the use of helmet of your driver,1
R7252,F4852,V1728,Bike,rate the friendliness of your driver,2
R7253,F4853,V1063,Four wheeler,rate the cleanliness of your cab,3
R7253,F4853,V1063,Four wheeler,how was the drivers behavior,1
R7254,F4854,V1303,Bike,rate the use of helmet of your driver,2
R7254,F4854,V1303,Bike,rate the friendliness of your driver,3
R7255,F4855,V1214,Auto,rate the cleanliness of your cab,4
R7255,F4855,V1214,Auto,how was the drivers behavior,2
R7256,F4856,V1658,Bike,rate the use of helmet of your driver,1
R7256,F4856,V1658,Bike,rate the friendliness of your driver,4
R7257,F4857,V1020,Auto,rate the cleanliness of your cab,2
R7257,F4857,V1020,Auto,how was the drivers behavior,2
R7258,F4858,V1222,Auto,rate the cleanliness of your cab,3
R7258,F4858,V1222,Auto,how was the drivers behavior,1
R7259,F4859,V0955,Auto,rate the cleanliness of your cab,4
R7259,F4859,V0955,Auto,how was the drivers behavior,2
R7260,F4860,V1535,Auto,rate the cleanliness of your cab,2
R7260,F4860,V1535,Auto,how was the drivers behavior,4
R7261,F4861,V1503,Auto,rate the cleanliness of your cab,1
R7261,F4861,V1503,Auto,how was the drivers behavior,3
R7262,F4862,V1200,Four wheeler,rate the cleanliness of your cab,3
R7262,F4862,V1200,Four wheeler,how was the drivers behavior,4
R7263,F4863,V1069,Auto,rate the cleanliness of your cab,3
R7263,F4863,V1069,Auto,how was the drivers behavior,2
R7264,F4864,V1171,Four wheeler,rate the cleanliness of your cab,1
R7264,F4864,V1171,Four wheeler,how was the drivers behavior,2
R7265,F4865,V0902,Auto,rate the cleanliness of your cab,2
R7265,F4865,V0902,Auto,how was the drivers behavior,4
R7268,F4868,V1732,Auto,rate the cleanliness of your cab,2
R7268,F4868,V1732,Auto,how was the drivers behavior,2
R7270,F4870,V1467,Four wheeler,rate the cleanliness of your cab,2
R7270,F4870,V1467,Four wheeler,how was the drivers behavior,3
R7271,F4871,V1169,Auto,rate the cleanliness of your cab,2
R7271,F4871,V1169,Auto,how was the drivers behavior,1
R7272,F4872,V1688,Bike,rate the use of helmet of your driver,3
R7272,F4872,V1688,Bike,rate the friendliness of your driver,3
R7273,F4873,V1685,Auto,rate the cleanliness of your cab,4
R7273,F4873,V1685,Auto,how was the drivers behavior,2
R7274,F4874,V1605,Auto,rate the cleanliness of your cab,4
R7274,F4874,V1605,Auto,how was the drivers behavior,1
R7276,F4876,V0924,Four wheeler,rate the cleanliness of your cab,1
R7276,F4876,V0924,Four wheeler,how was the drivers behavior,4
R7277,F4877,V1289,Four wheeler,rate the cleanliness of your cab,1
R7277,F4877,V1289,Four wheeler,how was the drivers behavior,4
R7278,F4878,V1361,Bike,rate the use of helmet of your driver,1
R7278,F4878,V1361,Bike,rate the friendliness of your driver,2
R7279,F4879,V1108,Auto,rate the cleanliness of your cab,4
R7279,F4879,V1108,Auto,how was the drivers behavior,4
R7280,F4880,V1040,Four wheeler,rate the cleanliness of your cab,2
R7280,F4880,V1040,Four wheeler,how was the drivers behavior,1
R7281,F4881,V1101,Auto,rate the cleanliness of your cab,1
R7281,F4881,V1101,Auto,how was the drivers behavior,4
R7282,F4882,V1048,Auto,rate the cleanliness of your cab,4
R7282,F4882,V1048,Auto,how was the drivers behavior,1
R7283,F4883,V1579,Bike,rate the use of helmet of your driver,4
R7283,F4883,V1579,Bike,rate the friendliness of your driver,3
R7284,F4884,V1040,Four wheeler,rate the cleanliness of your cab,4
R7284,F4884,V1040,Four wheeler,how was the drivers behavior,4
R7285,F4885,V1516,Four wheeler,rate the cleanliness of your cab,3
R7285,F4885,V1516,Four wheeler,how was the drivers behavior,4
R7286,F4886,V1172,Auto,rate the cleanliness of your cab,1
R7286,F4886,V1172,Auto,how was the drivers behavior,2
R7287,F4887,V1493,Bike,rate the use of helmet of your driver,2
R7287,F4887,V1493,Bike,rate the friendliness of your driver,4
R7288,F4888,V1385,Four wheeler,rate the cleanliness of your cab,4
R7288,F4888,V1385,Four wheeler,how was the drivers behavior,2
R7290,F4890,V1106,Four wheeler,rate the cleanliness of your cab,3
R7290,F4890,V1106,Four wheeler,how was the drivers behavior,3
R7291,F4891,V1264,Auto,rate the cleanliness of your cab,4
R7291,F4891,V1264,Auto,how was the drivers behavior,3
